ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	MORPHEMES	NOTE	TOKENS	VALUE
586	t̪ʰ a + l Ø/a + dz u.k	1237	70 71 60	DUST	Kagate	t̪ʰaldzuk	ash/tha _ash/la _dust/dzuk	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l Ø/a + dz u.k	t̪ʰaldzuk
842	t̪ʰ a + l a - - -	1237	70 71	DUST	Lowa	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1096	t̪ʰ a + l a - - -	1237	70 71	DUST	Nubri	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1346	t̪ʰ a + l !Ø/a + d̪ u.k	1237	70 71 60	DUST	Sherpa	t̪ʰald̪uk	ash/tha _ash/la _dust/dzuk	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l !Ø/a + d̪ u.k	t̪ʰald̪uk
1590	t̪ʰ a + l a - - -	1237	70 71	DUST	Tsum	t̪ʰala	ash/tha _ash/la	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l a	t̪ʰala
1852	t̪ʰ a + l !Ø/a + b i	1237	70 71 61	DUST	Yolmo	t̪ʰalbi	ash/tha _ash/la _dust/bi	[x] check with cross-semantic connections between Ash and Dust	t̪ʰ a + l !Ø/a + b i	t̪ʰalbi
2190	- - - - tʰ ɛ - ⁵⁵ + l a ⁵⁵	1237	None	DUST	Lhasa	th.ɛ.⁵⁵.◦.l.a.⁵⁵	None		tʰ ɛ ⁵⁵ + l a ⁵⁵	thɛ⁵⁵la⁵⁵
2191	tʰ ei ¹³ + k ɑ ⁵⁵	1237	None	DUST	Batang	th.e.i.¹³.◦.k.ɑ.⁵⁵	None		tʰ ei ¹³ + k ɑ ⁵⁵	thei¹³kɑ⁵⁵
2192	- - - - tʰ e - ⁵⁵ + w ɑ ⁵⁵	1237	None	DUST	Batang	th.e.⁵⁵.◦.w.ɑ.⁵⁵	None		tʰ e ⁵⁵ + w ɑ ⁵⁵	the⁵⁵wɑ⁵⁵
2193	sʰ a + d - - u -	1236	None	DUST	Xiahe	sʰ.a._.d.u	None	???	sʰ a + d u	sha du
2194	tʰ a.r + d u - - - - - -	1237	None	DUST	Alike	th.a.r._.d.u	None		tʰ a.r + d u	thar du
68	t̪ o.ŋ + b u	1039	163 107	TREE	Gyalsumdo	t̪oŋbu	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b u	t̪oŋbu
330	ⁿd o.ŋ + b o	1039	163 107	TREE	Jirel	nd̪oŋbo	tree/toŋ _:suffix/po	[x]	ⁿd o.ŋ + b o	nd̪oŋbo
588	t̪ o.ŋ + b o	1039	163 107	TREE	Kagate	t̪oŋbo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b o	t̪oŋbo
844	t̪ o.ŋ + b o	1039	163 107	TREE	Lowa	t̪oŋbo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b o	t̪oŋbo
1098	t̪ o.ŋ + p o	1039	163 107	TREE	Nubri	t̪oŋpo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + p o	t̪oŋpo
1348	d̪ o.ŋ + b u	1039	163 107	TREE	Sherpa	d̪oŋbu	tree/toŋ _:suffix/po	[x]	d̪ o.ŋ + b u	d̪oŋbu
1592	t̪ o.ŋ + b o	1039	163 107	TREE	Tsum	t̪oŋbo	tree/toŋ _:suffix/po	[x]	t̪ o.ŋ + b o	t̪oŋbo
1854	t̪ u.ŋ + b u	1039	163 107	TREE	Yolmo	t̪uŋbu	tree/toŋ _:suffix/po	[x]	t̪ u.ŋ + b u	t̪uŋbu
2754	x ĩ - ⁵⁵ + pʰ ũ - ⁵⁵	1448	None	TREE	Batang	x.ĩ.∼.⁵⁵.◦.ph.ũ.∼.⁵⁵	None		x ĩ ⁵⁵ + pʰ ũ ⁵⁵	xĩ⁵⁵phũ⁵⁵
2755	d o.ŋ + w o	1039	None	TREE	Xiahe	d.o.ŋ._.w.o	None		d o.ŋ + w o	doŋ wo
2756	ɕ i.ŋ ⁵⁵ + t u.ŋ ⁵⁵	1448	None	TREE	Lhasa	ɕ.i.ŋ.⁵⁵.◦.t.u.ŋ.⁵⁵	None		ɕ i.ŋ ⁵⁵ + t u.ŋ ⁵⁵	ɕiŋ⁵⁵tuŋ⁵⁵
2757	ɣ.d o.ŋ + ŋ o	1039	None	TREE	Alike	ɣ.d.o.ŋ._.ŋ.o	None	!	ɣ.d o.ŋ + ŋ o	ɣdoŋ ŋo
69	l a.p + t̪ i	430	62 1476	LEAF	Gyalsumdo	lapt̪i	leaf/lap _:ti-suffix/ti	[x]	l a.p + t̪ i	lapt̪i
70	l o + m a	1315	1479 1442	LEAF	Gyalsumdo	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
331	ɕ.j o + m a.k	2	1477 1442	LEAF	Jirel	ɕjomak	leaf/sjo _:ma-suffix/mak	[x]	ɕ.j o + m a.k	ɕjomak
589	l o + m a	1315	1479 1442	LEAF	Kagate	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
845	l o + m a	1315	1479 1442	LEAF	Lowa	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
1099	l o + m a	1315	1479 1442	LEAF	Nubri	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
1349	d̪ ə + m a	9	63 1442	LEAF	Sherpa	d̪əma	leaf/de _:ma-suffix/ma	[x]	d̪ ə + m a	d̪əma
1593	h.l a + w a	11	1479 1442	LEAF	Tsum	hlawa	leaf/lo _:ma-suffix/wa	[x]	h.l a + w a	hlawa
1855	l o + m a	1315	1479 1442	LEAF	Yolmo	loma	leaf/lo _:ma-suffix/ma	[x]	l o + m a	loma
2410	l o - - ¹³ + m a ⁵⁵	1315	None	LEAF	Lhasa	l.o.¹³.◦.m.a.⁵⁵	None		l o ¹³ + m a ⁵⁵	lo¹³ma⁵⁵
2411	l o - - ¹³ + m a ⁵³	1315	None	LEAF	Batang	l.o.¹³.◦.m.a.⁵³	None		l o ¹³ + m a ⁵³	lo¹³ma⁵³
2412	l o - - + - m a -	1315	None	LEAF	Alike	l.o._.m.a	None		l o + m a	lo ma
2413	l o - - + - m a -	1315	None	LEAF	Xiahe	l.o._.m.a	None		l o + m a	lo ma
71	p a + t̪ a	686	65 30	ROOT	Gyalsumdo	pat̪a	root/pa _root/tak	[x]	p a + t̪ a	pat̪a
332	ts a + p.ɹ e.n	1371	2302 2303	ROOT	Jirel	tsapɹen	root/tsa _root/pren	[x]	ts a + p.ɹ e.n	tsapɹen
590	ts a.r + ŋ e	1371	2302 2304	ROOT	Kagate	tsarŋe	root/tsa _root/ŋe	[x]	ts a.r + ŋ e	tsarŋe
846	ts a + w a	1371	2302 64	ROOT	Lowa	tsawa	root/tsa _:wa-suffix	[x]	ts a + w a	tsawa
1100	ts a - - -	1371	2302	ROOT	Nubri	tsa	root/tsa	[x]	ts a	tsa
1350	dz ə + t̪ a.k	1371	2302 30	ROOT	Sherpa	dzət̪ak	root/tsa _root/tak	[x]	dz ə + t̪ a.k	dzət̪ak
1594	t.ɹ a + t̪ o.ʔ	182	144 30	ROOT	Tsum	tɹat̪oʔ	root/tsa _root/tak	[x]	t.ɹ a + t̪ o.ʔ	tɹat̪oʔ
1856	ts a.ɾ + k i	1371	2302 2307	ROOT	Yolmo	tsaɾki	root/tsa _root/ki	[x]	ts a.ɾ + k i	tsaɾki
2562	h.ts a + p a -	1371	None	ROOT	Xiahe	h.ts.a._.p.a	None	!	h.ts a + p a	htsa pa
2563	- - - - - - ts aː ⁵⁵	1371	None	ROOT	Lhasa	ts.aː.⁵⁵	None	!	ts aː ⁵⁵	tsaː⁵⁵ (tsa⁵⁵wa⁵⁵)
2564	ⁿɖʐ ɛ.ʔ ⁵³	1372	None	ROOT	Batang	ndʐ.ɛ.ʔ.⁵³	None	!	ⁿɖʐ ɛ.ʔ ⁵³	ndʐɛʔ⁵³
2565	ɣ.ts a + p a -	1371	None	ROOT	Alike	ɣ.ts.a._.p.a	None	!	ɣ.ts a + p a	ɣtsa pa
77	t o	1091	3568	WHEAT	Gyalsumdo	to	wheat/to	[x]	t o	to
338	tʰ a	1091	3568	WHEAT	Jirel	tʰa	wheat/to	[x]	tʰ a	tʰa
596	n ẽ + j ã	1092	3569 3570	WHEAT	Kagate	nẽjã	wheat/ne _wheat/ja	[x]	n ẽ + j ã	nẽjã
852	t o	1091	3568	WHEAT	Lowa	to	wheat/to	[x]	t o	to
1106	t o.h	1091	3568	WHEAT	Nubri	toh	wheat/to	[x]	t o.h	toh
1356	tʰ a	1091	3568	WHEAT	Sherpa	tʰa	wheat/to	[x]	tʰ a	tʰa
1600	n e - - -	1092	3569	WHEAT	Tsum	ne	wheat/ne	[x]	n e	ne
1862	n e - - -	1092	3569	WHEAT	Yolmo	ne	wheat/ne	[x]	n e	ne
2804	cç - o -	1468	None	WHEAT	Alike	cç.o	None	!	cç o	cço
2805	ʈʂʰ - o ¹³	1468	None	WHEAT	Lhasa	tʂh.o.¹³	None		ʈʂʰ o ¹³	tʂho¹³
2806	ʈʂ - o ²³¹	1468	None	WHEAT	Batang	tʂ.o.²³¹	None		ʈʂ o ²³¹	tʂo²³¹
2807	tɕ - o -	1468	None	WHEAT	Xiahe	tɕ.o	None		tɕ o	tɕo
97	- - - - - - k o + ŋ a	1242	724 725	EGG	Gyalsumdo	koŋa	egg-1 egg-2	[x]	k o + ŋ a	koŋa
357	tsʰ e + m e.n + d o.k	224	726 727 728	EGG	Jirel	tsʰemend̪ok	*chicken-1 egg-3 egg-4	[x]	tsʰ e + m e.n + d o.k	tsʰemend̪ok
358	tsʰ e + - - - !g/ⁿg o + ŋ a	1242	726 724 725	EGG	Jirel	tsʰeɡoŋa	*chicken-1 egg-1 egg-2	[x]	tsʰ e + !g/ⁿg o + ŋ a	tsʰeɡoŋa
615	tɕ.j a + m u + !g/k o + ŋ a	1242	726 730 724 725	EGG	Kagate	tɕjamuɡoŋa	*chicken-1 *female egg-1 egg-2	[x]	tɕ.j a + m u + !g/k o + ŋ a	tɕjamuɡoŋa
872	- - - - - - k o + ŋ a	1242	724 725	EGG	Lowa	koŋa	egg-1 egg-2	[x]	k o + ŋ a	koŋa
1125	- - - - - - k o + !Ø/ŋ õ/o	1242	724 725	EGG	Nubri	koõ	egg-1 egg-2	[x]	k o + !Ø/ŋ õ/o	koõ
1375	tɕʰ e + - - - g o + ŋ a	1242	726 724 725	EGG	Sherpa	tɕʰeɡoŋa	*chicken-1 egg-1 egg-2	[x]	tɕʰ e + g o + ŋ a	tɕʰeɡoŋa
1619	- - - - - - k o + !Ø/ŋ !ã/a	1242	724 725	EGG	Tsum	koã	egg-1 egg-2	[x]	k o + !Ø/ŋ !ã/a	koã
1881	- - - - - - k o + ŋ a	1242	724 725	EGG	Yolmo	koŋa	egg-1 egg-2	[x]	k o + ŋ a	koŋa
2209	w.ɕ a.r + r.g o.ŋ	1242	None	EGG	Alike	w.ɕ.a.r._.r.g.o.ŋ	None	!	w.ɕ a.r + r.g o.ŋ	wɕar rgoŋ
2210	- - - - - - k o - - ¹³ + ŋ a - ⁵⁵	1242	None	EGG	Lhasa	k.o.¹³.◦.ŋ.a.⁵⁵	None		k o ¹³ + ŋ a ⁵⁵	ko¹³ŋa⁵⁵
2211	- - - - - - g ũ - - ¹³ + ŋ ɑ.ʔ ⁵³	1242	None	EGG	Batang	g.ũ.∼.¹³.◦.ŋ.ɑ.ʔ.⁵³	None		g ũ ¹³ + ŋ ɑ.ʔ ⁵³	gũ¹³ŋɑʔ⁵³
2212	g o.ŋ + - ŋ a - -	1242	None	EGG	Xiahe	g.o.ŋ._.ŋ.a	None		g o.ŋ + ŋ a	goŋ ŋa
101	ɹ a + k.j o	1292	1335 1336	HORN (ANATOMY)	Gyalsumdo	ɹakjo	horn-ra horn-kjo	[x]	ɹ a + k.j o	ɹakjo
363	ɹ o + dʑ.j o	1292	1335 1336	HORN (ANATOMY)	Jirel	ɹodʑjo	horn-ra horn-kjo	[x]	ɹ o + dʑ.j o	ɹodʑjo
619	r.w a + g a	1292	1335 1337	HORN (ANATOMY)	Kagate	rwaɡa	horn-ra horn-ga	[x]	r.w a + g a	rwaɡa
876	ɹ a + k.j o.ʔ	1292	1335 1336	HORN (ANATOMY)	Lowa	ɹakjoʔ	horn-ra horn-kjo	[x]	ɹ a + k.j o.ʔ	ɹakjoʔ
1129	!a/r.!d/a - + k.j o	1292	1335 1336	HORN (ANATOMY)	Nubri	adkjo	horn-ra horn-kjo	[x]	!a/r.!d/a + k.j o	adkjo
1379	!a/r.!r/a - + k.j o.k	1292	1335 1336	HORN (ANATOMY)	Sherpa	arkjok	horn-ra horn-kjo	[x]	!a/r.!r/a + k.j o.k	arkjok
1623	p a + dʑ.j o	43	1340 1336	HORN (ANATOMY)	Tsum	padʑjo	horn-pa horn-kjo	[x]	p a + dʑ.j o	padʑjo
1885	ɹ o + w a	1292	1335 1341	HORN (ANATOMY)	Yolmo	ɹowa	horn-ra horn-wa	[x]	ɹ o + w a	ɹowa
2351	- r a ⁵⁵ + k o ⁵²	1292	None	HORN (ANATOMY)	Lhasa	r.a.⁵⁵.◦.k.o.⁵²	None		r a ⁵⁵ + k o ⁵²	ra⁵⁵ko⁵²
2352	- r a + - tɕʰ o -	1292	None	HORN (ANATOMY)	Alike	r.a._.tɕh.o	None		r a + tɕʰ o	ra tɕho
2353	- ʐ a ¹³ + j o ⁵³	1292	None	HORN (ANATOMY)	Batang	ʐ.a.¹³.◦.j.o.⁵³	None		ʐ a ¹³ + j o ⁵³	ʐa¹³jo⁵³
2354	- r a + - tɕ o -	1292	None	HORN (ANATOMY)	Xiahe	r.a._.tɕ.o	None		r a + tɕ o	ra tɕo
102	ŋ a + m a	1419	2648 11	TAIL	Gyalsumdo	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
364	ŋ a + m a	1419	2648 11	TAIL	Jirel	ŋama	tail/ŋa _ma-suffix/ma	[x]	ŋ a + m a	ŋama
620	ŋ a + m a	1419	2648 11	TAIL	Kagate	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
877	ŋ a + m a	1419	2648 11	TAIL	Lowa	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
1130	ŋ õ - - -	1419	2648	TAIL	Nubri	ŋõ	tail/ŋa	[x]	ŋ õ	ŋõ
1380	ŋ ə + m a	1419	2648 11	TAIL	Sherpa	ŋəma	tail/ŋa _:ma-suffix/ma	[x]	ŋ ə + m a	ŋəma
1624	ŋ a - - -	1419	2648	TAIL	Tsum	ŋa	tail/ŋa	[x]	ŋ a	ŋa
1886	ŋ a + m a	1419	2648 11	TAIL	Yolmo	ŋama	tail/ŋa _:ma-suffix/ma	[x]	ŋ a + m a	ŋama
2683	- ŋ - - a ⁵⁵ + m a ⁵⁵	1419	None	TAIL	Lhasa	ŋ.a.⁵⁵.◦.m.a.⁵⁵	None		ŋ a ⁵⁵ + m a ⁵⁵	ŋa⁵⁵ma⁵⁵
2684	- - - - - ɕ u ¹³ + k u ⁵⁵	1420	None	TAIL	Lhasa	ɕ.u.¹³.◦.k.u.⁵⁵	None		ɕ u ¹³ + k u ⁵⁵	ɕu¹³ku⁵⁵
2685	- ŋ - - a ⁵⁵ + m a ⁵³	1419	None	TAIL	Batang	ŋ.a.⁵⁵.◦.m.a.⁵³	None		ŋ a ⁵⁵ + m a ⁵³	ŋa⁵⁵ma⁵³
2686	r.ŋ a + - m æ -	1419	None	TAIL	Alike	r.ŋ.a._.m.æ	None	!	r.ŋ a + m æ	rŋa mæ
2687	h.ŋ a + - m a -	1419	None	TAIL	Xiahe	h.ŋ.a._.m.a	None		h.ŋ a + m a	hŋa ma
109	l a.m + k u + t e	523	1784 1785 1786	MOSQUITO	Gyalsumdo	lamkute	mosquito/lam _/ku _/te	[x]	l a.m + k u + t e	lamkute
370	l a.m + k u + t e	523	1784 1785 1786	MOSQUITO	Jirel	lamkute	mosquito/lam _/ku _/te	[x]	l a.m + k u + t e	lamkute
626	l a.m + !kʰ/k u + t e	523	1784 1785 1786	MOSQUITO	Kagate	lamkʰute	mosquito/lam _/ku _/te	[x]	l a.m + !kʰ/k u + t e	lamkʰute
883	t̪ u.ŋ + d a.ŋ	1333	1787 1788	MOSQUITO	Lowa	t̪uŋdaŋ	mosquito/tuk _/dang	[x]	t̪ u.ŋ + d a.ŋ	t̪uŋdaŋ
1135	t̪ u.k + ɖ a.ŋ	1333	1787 1788	MOSQUITO	Nubri	t̪ukɖaŋ	mosquito/tuk _/dang	[x]	t̪ u.k + ɖ a.ŋ	t̪ukɖaŋ
1386	l a.m + !kʰ/k u + t e	523	1784 1785 1786	MOSQUITO	Sherpa	lamkʰute	mosquito/lam _/ku _/te	[x]	l a.m + !kʰ/k u + t e	lamkʰute
1629	l a.m + k u + t e	523	1784 1785 1786	MOSQUITO	Tsum	lamkute	mosquito/lam _/ku _/te	[x]	l a.m + k u + t e	lamkute
1891	m ə + tɕʰ ə.ɹ	528	1789 1790	MOSQUITO	Yolmo	mətɕʰəɹ	*mosquito/ma *mosquito/chhar	← Hindi «machchhar»	m ə + tɕʰ ə.ɹ	mətɕʰəɹ
2459	tʰ u.k ¹³ + p a.ŋ ⁵⁵	1333	None	MOSQUITO	Lhasa	th.u.k.¹³.◦.p.a.ŋ.⁵⁵	None		tʰ u.k ¹³ + p a.ŋ ⁵⁵	thuk¹³paŋ⁵⁵
2460	m.b u ⁵⁵ + l ũ ⁵⁵	1334	None	MOSQUITO	Batang	m.b.ᴜ.⁵⁵.◦.l.ũ.∼.⁵⁵	None	!	m.b u ⁵⁵ + l ũ ⁵⁵	mbᴜ⁵⁵lũ⁵⁵
2461	w a + d a.k + ɣ a	1335	None	MOSQUITO	Alike	w.a._.d.a.k._.ɣ.a	None		w a + d a.k + ɣ a	wa dak ɣa
2462	a + j a.ŋ + ⁿdz ə	1336	None	MOSQUITO	Xiahe	a._.j.a.ŋ._.ndz.ə	None	!	a + j a.ŋ + ⁿdz ə	a jaŋ ndzə
110	t o + m a.ɹ	1183	32 33	ANT	Gyalsumdo	tomaɹ	ant _ant/mar	[x]	t o + m a.ɹ	tomaɹ
371	tʰ o.ŋ + m a + ts i	1183	72 11 34	ANT	Jirel	tʰoŋmatsi	ANT _ma-suffix/ma _/tsi	[x]	tʰ o.ŋ + m a + ts i	tʰoŋmatsi
627	t o + m a.k	1183	32 33	ANT	Kagate	tomak	ant _ant/mak	[x]	t o + m a.k	tomak
884	ⁿb u + d a + ɲ a	49	35 143 36	ANT	Lowa	mbudaɲa	ant-4 ant-5 ant-6	[x]	ⁿb u + d a + ɲ a	mbudaɲa
1136	h.ɹ o + m o	1183	32 3365	ANT	Nubri	hɹomo	ant _:mu-suffix/mu	[x]	h.ɹ o + m o	hɹomo
1387	tʰ ə.k + s ə.ŋ + m a	1183	37 38 33	ANT	Sherpa	tʰəksəŋma	ant-2 ant-3 _:ma-suffix/ma	[x]	tʰ ə.k + s ə.ŋ + m a	tʰəksəŋma
1630	t.ɹ o + m u	1183	32 132	ANT	Tsum	tɹomu	ant _:mo-suffix/mu	[x]	t.ɹ o + m u	tɹomu
1892	t.!Ø/ɹ o + m a.ŋ	1183	32 33	ANT	Yolmo	tomaŋ	ant _ant/maŋ	[x]	t.!Ø/ɹ o + m a.ŋ	tomaŋ
2057	m.b ə + tɕ a.χ + - - - - - m a -	1183	None	ANT	Xiahe	m.b.ə._.tɕ.a.χ._.m.a	None	!	m.b ə + tɕ a.χ + m a	mbə tɕaχ ma
2058	cç o.k + - - - - - m æ -	1183	None	ANT	Alike	cç.o.k._.m.æ	None	!	cç o.k + m æ	cçok mæ
2059	- - - - - - - - - - - ʈʂʰ oː ¹³ + m a ⁵⁵	1183	None	ANT	Lhasa	tʂh.oː.¹³.◦.m.a.⁵⁵	None		ʈʂʰ oː ¹³ + m a ⁵⁵	tʂhoː¹³ma⁵⁵
2060	- dʑ a ⁵⁵ + ɖʐ o.ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³	1183	None	ANT	Batang	dʑ.a.⁵⁵.◦.dʐ.o.ʔ.⁵³.◦.tʂ.ᴜ.¹³.◦.m.a.⁵³	None		dʑ a ⁵⁵ + ɖʐ o.ʔ ⁵³ + ʈʂ u ¹³ + m a ⁵³	dʑa⁵⁵dʐoʔ⁵³tʂᴜ¹³ma⁵³
111	p a.l - + b a	748	2548 2554	SPIDER	Gyalsumdo	palba	spider/bel _/ba	[x]	p a.l + b a	palba
372	ⁿg.w ã + p a + l i	61	2549 10 2550	SPIDER	Jirel	ŋɡwãpali	splider/gwa _:ba-suffix/pa _/li	[x]	ⁿg.w ã + p a + l i	ŋɡwãpali
628	k i + g o.r	56	2551 2552	SPIDER	Kagate	kiɡor	spider/ki _/gor	[x]	k i + g o.r	kiɡor
885	ⁿb u + t̪ o.m	1406	73 2553	SPIDER	Lowa	mbut̪om	spider/bu _/tom	[x]	ⁿb u + t̪ o.m	mbut̪om
1137	p - a.bl/l + !Ø/b a	748	2548 2554	SPIDER	Nubri	pabla	spider/bel _/ba	[x]	p a.bl/l + !Ø/b a	pabla
1388	b ə.l - + dz.j a.ŋ	748	2548 2555	SPIDER	Sherpa	bəldzjaŋ	spider/bel _/dziang	[x]	b ə.l + dz.j a.ŋ	bəldzjaŋ
1631	t.ɹ au + l a	60	2556 14	SPIDER	Tsum	tɹaula	spierd/trau _/la	[x]	t.ɹ au + l a	tɹaula
1893	ɕ.w a + b u	58	2557 2548	SPIDER	Yolmo	ɕwabu	spider/swa _/bu	[x]	ɕ.w a + b u	ɕwabu
2652	ɖʐ a ⁵³ + k a ⁵⁵ + r a ⁵³	1407	None	SPIDER	Batang	dʐ.a.⁵³.◦.k.a.⁵⁵.◦.r.a.⁵³	None		ɖʐ a ⁵³ + k a ⁵⁵ + r a ⁵³	dʐa⁵³ka⁵⁵ra⁵³
2653	t o.m ¹³	1406	None	SPIDER	Lhasa	t.o.m.¹³	None		t o.m ¹³	tom¹³
2654	d o.m	1406	None	SPIDER	Xiahe	d.o.m	None		d o.m	dom
2655	n.g o.ŋ + ŋ o + n a.k + r.b ə.t	1408	None	SPIDER	Alike	n.g.o.ŋ._.ŋ.o._.n.a.k._.r.b.ə.t	None	!	n.g o.ŋ + ŋ o + n a.k + r.b ə.t	ngoŋ ŋo nak rbət
114	p o/u + m o	1489	2515 601	WOMAN	Gyalsumdo	pomo	child-son female	[?]	p o/u + m o	pomo
375	pʰ e.m + m e + m i	1489	3707 75 1624	WOMAN	Jirel	pʰemmemi	woman/phem woman/me woman/mi	[?]	pʰ e.m + m e + m i	pʰemmemi
631	p e.n + p i + dz a	1134	3707 487 488	WOMAN	Kagate	penpidza	woman/phem _child-1 child-2	[?]	p e.n + p i + dz a	penpidza
888	k e + m e	70	915 75	WOMAN	Lowa	keme	? woman/me	[?]	k e + m e	keme
1140	p õ + b/p e + ts a	1134	3707 487 488	WOMAN	Nubri	põbetsa	woman/phem _child-1 _child-2	[?]	p õ + b/p e + ts a	põbetsa
1391	pʰ u.m + pʰ e + dz a	1134	3707 487 488	WOMAN	Sherpa	pʰumpʰedza	woman/phem _child-1 child-2	[?]	pʰ u.m + pʰ e + dz a	pʰumpʰedza
1634	p oĩ + p i + z a	1134	3707 487 488	WOMAN	Tsum	poĩpiza	woman/phem _child-1 _child-2	[?]	p oĩ + p i + z a	poĩpiza
1896	p i + m i	1489	487 3704	WOMAN	Yolmo	pimi	child-1 woman	[?]	p i + m i	pimi
2844	pʰ y - ¹³ + m e - ⁵²	1489	None	WOMAN	Lhasa	ph.y.¹³.◦.m.e.⁵²	None		pʰ y ¹³ + m e ⁵²	phy¹³me⁵²
2845	m u ¹³ + ȵ o.ʔ ⁵³	1490	None	WOMAN	Batang	m.ᴜ.¹³.◦.ȵ.o.ʔ.⁵³	None		m u ¹³ + ȵ o.ʔ ⁵³	mᴜ¹³ȵoʔ⁵³
2846	w ə + m.ȵ ə.t	1491	None	WOMAN	Alike	w.ə._.m.ȵ.ə.t	None	!	w ə + m.ȵ ə.t	wə mȵət
2847	ʔ a + j i + tɕʰ o	1492	None	WOMAN	Xiahe	ʔ.a._.j.i._.tɕh.o	None		ʔ a + j i + tɕʰ o	ʔa ji tɕho
122	p i + ts a	1403	487 488	SON	Gyalsumdo	pitsa	child-1 child-2	[x]	p i + ts a	pitsa
383	pʰ u + dʑ u.ŋ	1403	2515 2517	SON	Jirel	pʰudʑuŋ	child-son son-2	[x]	pʰ u + dʑ u.ŋ	pʰudʑuŋ
639	p u - - -	1403	2515	SON	Kagate	pu	child-son	[x]	p u	pu
896	p i + dz a	1403	487 488	SON	Lowa	pidza	child-1 child-2	[x]	p i + dz a	pidza
1148	p u.h - - -	1403	2515	SON	Nubri	puh	child-son	[x]	p u.h	puh
1399	pʰ u + dʑ.j u.ŋ	1403	2515 2517	SON	Sherpa	pʰudʑjuŋ	child-son son-2	[x]	pʰ u + dʑ.j u.ŋ	pʰudʑjuŋ
1642	p u - - -	1403	2515	SON	Tsum	pu	child-son	[x]	p u	pu
1904	p u - - -	1403	2515	SON	Yolmo	pu	child-son	[x]	p u	pu
2645	pʰ u ¹³	1403	None	SON	Lhasa	ph.u.¹³	None		pʰ u ¹³	phu¹³
