ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	MORPHEMES	NOTE	TOKENS	VALUE
2646	p u ²³¹	1403	None	SON	Batang	p.ᴜ.²³¹	None		p u ²³¹	pᴜ²³¹
2647	ɕ ə + l ə	1404	None	SON	Xiahe	ɕ.ə._.l.ə	None		ɕ ə + l ə	ɕə lə
2648	ɕ ə + l ə	1404	None	SON	Alike	ɕ.ə._.l.ə	None		ɕ ə + l ə	ɕə lə
123	p o/u + m o	1227	2515 601	DAUGHTER	Gyalsumdo	pomo	child-son female	[x]	p o/u + m o	pomo
384	pʰ u + m u	1227	2515 3822	DAUGHTER	Jirel	pʰumu	child-son female/mu	[x]	pʰ u + m u	pʰumu
640	p o/u + m o	1227	2515 601	DAUGHTER	Kagate	pomo	child-son female	[x]	p o/u + m o	pomo
897	p o + m o	1227	2515 601	DAUGHTER	Lowa	pomo	child-son female	[x]	p o + m o	pomo
1149	p o/u.Ø/h + Ø/m õ/o	1227	2515 601	DAUGHTER	Nubri	poõ	child-son female	[x]	p o/u.Ø/h + Ø/m õ/o	poõ
1400	pʰ u + m u	1227	2515 3822	DAUGHTER	Sherpa	pʰumu	child-son female/mu	[x]	pʰ u + m u	pʰumu
1643	p o/u + Ø/m õ/o	1227	2515 601	DAUGHTER	Tsum	poõ	child-son female	[x]	p o/u + Ø/m õ/o	poõ
1905	p o/u + m o	1227	2515 601	DAUGHTER	Yolmo	pomo	child-son female	[x]	p o/u + m o	pomo
2159	pʰ o ¹³ + m o ⁵⁵	1227	None	DAUGHTER	Lhasa	ph.o.¹³.◦.m.o.⁵⁵	None		pʰ o ¹³ + m o ⁵⁵	pho¹³mo⁵⁵
2160	p ɑ̃ ¹³ + m u ⁵³	1227	None	DAUGHTER	Batang	p.ɑ̃.∼.¹³.◦.m.ᴜ.⁵³	None		p ɑ̃ ¹³ + m u ⁵³	pɑ̃¹³mᴜ⁵³
2161	ɕ ə + m o	1228	None	DAUGHTER	Xiahe	ɕ.ə._.m.o	None		ɕ ə + m o	ɕə mo
2162	ɕ ə + m o	1228	None	DAUGHTER	Alike	ɕ.ə._.m.o	None		ɕ ə + m o	ɕə mo
124	kʰ.j o + k a	1304	1414 1415	HUSBAND	Gyalsumdo	kʰjoka	husband _/ga	[x]	kʰ.j o + k a	kʰjoka
125	kʰ.j o + g a	1304	1414 1415	HUSBAND	Gyalsumdo	kʰjoɡa	husband _/ga	[x]	kʰ.j o + g a	kʰjoɡa
385	kʰ.j o + b o	1304	1414 1416	HUSBAND	Jirel	kʰjobo	husband _male/bo	[x]	kʰ.j o + b o	kʰjobo
641	kʰ.j o + b o	1304	1414 1416	HUSBAND	Kagate	kʰjobo	husband _male/bo	[x]	kʰ.j o + b o	kʰjobo
898	kʰ.j o + g a	1304	1414 1415	HUSBAND	Lowa	kʰjoɡa	husband _/ga	[x]	kʰ.j o + g a	kʰjoɡa
1150	kʰ.j o + k a	1304	1414 1415	HUSBAND	Nubri	kʰjoka	husband _/ga	[x]	kʰ.j o + k a	kʰjoka
1401	kʰ.j o + Ø/w a	1304	1414 74	HUSBAND	Sherpa	kʰjoa	husband _/wa	[x]	kʰ.j o + Ø/w a	kʰjoa
1644	kʰ.j o + w a	413	1414 74	HUSBAND	Tsum	kʰjowa	husband _/wa	[x]	kʰ.j o + w a	kʰjowa
1906	kʰ.j o + w a	413	1414 74	HUSBAND	Yolmo	kʰjowa	husband _/wa	[x]	kʰ.j o + w a	kʰjowa
2382	ch/ts - o./o ⁵⁵ + k a ⁵⁵	1304	None	HUSBAND	Lhasa	ch.o.⁵⁵.◦.k.a.⁵⁵	None	ch??	ch/ts o./o ⁵⁵ + k a ⁵⁵	cho⁵⁵ka⁵⁵
2383	ɕ e ⁵⁵ + p a ⁵³	1305	None	HUSBAND	Batang	ɕ.e.⁵⁵.◦.p.a.⁵³	None		ɕ e ⁵⁵ + p a ⁵³	ɕe⁵⁵pa⁵³
2384	ⁿd u ¹³ + r o.ʔ ⁵³	1306	None	HUSBAND	Batang	nd.u.¹³.◦.r.o.ʔ.⁵³	None	!	ⁿd u ¹³ + r o.ʔ ⁵³	ndu¹³roʔ⁵³
2385	ȵ ə + r u	1307	None	HUSBAND	Xiahe	ȵ.ə._.r.u	None		ȵ ə + r u	ȵə ru
2386	r.g a + p o	1308	None	HUSBAND	Alike	r.g.a._.p.o	None	!	r.g a + p o	rga po
126	k e.ɹ + m e	71	3667 75	WIFE	Gyalsumdo	keɹme	wife/ke woman/me	[x]	k e.ɹ + m e	keɹme
386	pʰ e.m - + m e	1121	3707 75	WIFE	Jirel	pʰemme	woman/phem woman/me	[x]	pʰ e.m + m e	pʰemme
642	tɕʰ.j u.ŋ + m a	74	3670 11	WIFE	Kagate	tɕʰjuŋma	wife _:ma-suffix/ma	[x]	tɕʰ.j u.ŋ + m a	tɕʰjuŋma
643	p - e.!Ø/n + m e	1121	3707 75	WIFE	Kagate	peme	woman/phem woman/me	[x]	p e.!Ø/n + m e	peme
899	k e + m e	71	3667 75	WIFE	Lowa	keme	wife/ke woman/me	[x]	k e + m e	keme
1151	ɕ ɛ + t̪ a.ŋ	1125	3671 3672	WIFE	Nubri	ɕɛt̪aŋ	wife/ce wife/taŋ	[x]	ɕ ɛ + t̪ a.ŋ	ɕɛt̪aŋ
1402	pʰ e.r - + m i	1121	3707 3668	WIFE	Sherpa	pʰermi	woman/phem _/me	[x]	pʰ e.r + m i	pʰermi
1645	tɕʰ.j u.m + m a	74	3670 11	WIFE	Tsum	tɕʰjumma	wife _:ma-suffix/ma	[x]	tɕʰ.j u.m + m a	tɕʰjumma
1907	p i - + m i	1121	3669 3668	WIFE	Yolmo	pimi	wife/pe _/me	[x]	p i + m i	pimi
2829	a ⁵⁵ + tɕ e ⁵⁵	1477	None	WIFE	Lhasa	a.⁵⁵.◦.tɕ.e.⁵⁵	None		a ⁵⁵ + tɕ e ⁵⁵	a⁵⁵tɕe⁵⁵
2830	c e ⁵⁵ + m ɛ̃ ⁵⁵	1478	None	WIFE	Lhasa	c.e.⁵⁵.◦.m.ɛ̃.∼.⁵⁵	None		c e ⁵⁵ + m ɛ̃ ⁵⁵	ce⁵⁵mɛ̃⁵⁵
2831	m o ¹³ + ȵ o.ʔ ⁵³	1479	None	WIFE	Batang	m.o.¹³.◦.ȵ.o.ʔ.⁵³	None		m o ¹³ + ȵ o.ʔ ⁵³	mo¹³ȵoʔ⁵³
2832	ⁿd u ¹³ + r o.ʔ ⁵³	1480	None	WIFE	Batang	nd.u.¹³.◦.r.o.ʔ.⁵³	None	!	ⁿd u ¹³ + r o.ʔ ⁵³	ndu¹³roʔ⁵³
2833	tɕ o.ŋ + m a	1481	None	WIFE	Alike	tɕ.o.ŋ._.m.a	None		tɕ o.ŋ + m a	tɕoŋ ma
2834	n a.χ + m o	1482	None	WIFE	Xiahe	n.a.χ._.m.o	None		n a.χ + m o	naχ mo
132	n a.m + ʑ e.n	92	78 1749	MORNING	Gyalsumdo	namʑen	morning/nam *morning	[x]	n a.m + ʑ e.n	namʑen
391	ŋ o + m u	1331	1748 3365	MORNING	Jirel	ŋomu	morning _:mu-suffix/mu	[x]	ŋ o + m u	ŋomu
648	ŋ a + m u	1331	1748 3365	MORNING	Kagate	ŋamu	morning _:mu-suffix/mu	[x]	ŋ a + m u	ŋamu
904	ŋ a + t̪ o	1331	1748 1751	MORNING	Lowa	ŋat̪o	morning ?	[x]	ŋ a + t̪ o	ŋat̪o
1156	t õ.ŋ + k õ	507	1751 1752	MORNING	Nubri	tõŋkõ	morning/tong ?	[x]	t õ.ŋ + k õ	tõŋkõ
1407	tʰ o.p	91	77	MORNING	Sherpa	tʰop	morning/top	[x]	tʰ o.p	tʰop
1650	ɕ.j uo - - -	1330	1753	MORNING	Tsum	ɕjuo	morning/sjo	[x]	ɕ.j uo	ɕjuo
1912	ɕ.j o + l e	1330	1753 1754	MORNING	Yolmo	ɕjole	morning/sjo ?	[x]	ɕ.j o + l e	ɕjole
2452	n a.ŋ + d i	1329	None	MORNING	Xiahe	n.a.ŋ._.d.i	None		n a.ŋ + d i	naŋ di
2453	ɕ o - - ¹³ + k ɛ ⁵²	1330	None	MORNING	Lhasa	ɕ.o.¹³.◦.k.ɛ.⁵²	None		ɕ o ¹³ + k ɛ ⁵²	ɕo¹³kɛ⁵²
2454	x o - - ¹³ + p ɑ ⁵⁵	1330	None	MORNING	Batang	x.o.¹³.◦.p.ɑ.⁵⁵	None		x o ¹³ + p ɑ ⁵⁵	xo¹³pɑ⁵⁵
2455	r.ŋ a + m o	1331	None	MORNING	Alike	r.ŋ.a._.m.o	None	!	r.ŋ a + m o	rŋa mo
2456	r.ŋ a + r o	1331	None	MORNING	Alike	r.ŋ.a._.r.o	None	!	r.ŋ a + r o	rŋa ro
135	t̪ a.ŋ	1151	3753	YESTERDAY	Gyalsumdo	t̪aŋ	yesterday	[x]	t̪ a.ŋ	t̪aŋ
394	ⁿd a.ŋ	1151	3753	YESTERDAY	Jirel	nd̪aŋ	yesterday	[x]	ⁿd a.ŋ	nd̪aŋ
652	d̪ a.ŋ	1151	3753	YESTERDAY	Kagate	d̪aŋ	yesterday	[x]	d̪ a.ŋ	d̪aŋ
907	ⁿd a.ŋ	1151	3753	YESTERDAY	Lowa	nd̪aŋ	yesterday	[x]	ⁿd a.ŋ	nd̪aŋ
1159	t̪ a.ŋ	1151	3753	YESTERDAY	Nubri	t̪aŋ	yesterday	[x]	t̪ a.ŋ	t̪aŋ
1410	d̪ a.ŋ	1151	3753	YESTERDAY	Sherpa	d̪aŋ	yesterday	[x]	d̪ a.ŋ	d̪aŋ
1653	ⁿd a.ŋ	1151	3753	YESTERDAY	Tsum	nd̪aŋ	yesterday	[x]	ⁿd a.ŋ	nd̪aŋ
1915	ⁿd a.ŋ	1151	3753	YESTERDAY	Yolmo	nd̪aŋ	yesterday	[x]	ⁿd a.ŋ	nd̪aŋ
2855	kʰ a - + h.ts a.ŋ	1496	None	YESTERDAY	Xiahe	kʰ.a._.h.ts.a.ŋ	None	!	kʰ a + h.ts a.ŋ	kha htsaŋ
2856	kʰ a - ¹³ + - ts õ - ⁵⁵	1496	None	YESTERDAY	Batang	kʰ.a.¹³.◦.ts.õ.∼.⁵⁵	None		kʰ a ¹³ + ts õ ⁵⁵	kha¹³tsõ⁵⁵
2857	kʰ eː - ⁵⁵ + - s ə - ⁵⁵	1496	None	YESTERDAY	Lhasa	kʰ.eː.⁵⁵.◦.s.ə.⁵⁵	None		kʰ eː ⁵⁵ + s ə ⁵⁵	kheː⁵⁵sə⁵⁵
2858	kʰ a - + r.ts a.ŋ	1496	None	YESTERDAY	Alike	kʰ.a._.r.ts.a.ŋ	None	!	kʰ a + r.ts a.ŋ	kha rtsaŋ
136	t̪ i + ɹ i.ŋ	1438	79 1607	TODAY	Gyalsumdo	t̪iɹiŋ	today long	[x]	t̪ i + ɹ i.ŋ	t̪iɹiŋ
395	!tʰ/t̪ ə + ɹ i.ŋ	1438	79 1607	TODAY	Jirel	tʰəɹiŋ	today long	[x]	!tʰ/t̪ ə + ɹ i.ŋ	tʰəɹiŋ
653	t̪ i + r i.ŋ	1438	79 1607	TODAY	Kagate	t̪iriŋ	today long	[x]	t̪ i + r i.ŋ	t̪iriŋ
908	t̪ i + ɾ i.ŋ	1438	79 1607	TODAY	Lowa	t̪iɾiŋ	today long	[x]	t̪ i + ɾ i.ŋ	t̪iɾiŋ
1160	t̪ i + ɹ i.ŋ	1438	79 1607	TODAY	Nubri	t̪iɹiŋ	today long	[x]	t̪ i + ɹ i.ŋ	t̪iɹiŋ
1411	a + r i.ŋ	1439	489 1607	TODAY	Sherpa	ariŋ	:a-prefix long	[x]	a + r i.ŋ	ariŋ
1654	t̪ i + ɾ i.ŋ	1438	79 1607	TODAY	Tsum	t̪iɾiŋ	today long	[x]	t̪ i + ɾ i.ŋ	t̪iɾiŋ
1916	t̪ i + ɹ i.ŋ	1438	79 1607	TODAY	Yolmo	t̪iɹiŋ	today long	[x]	t̪ i + ɹ i.ŋ	t̪iɹiŋ
2728	tʰ ə ¹³ + r i - ⁵²	1438	None	TODAY	Lhasa	th.ə.¹³.◦.r.i.⁵²	None		tʰ ə ¹³ + r i ⁵²	thə¹³ri⁵² (thi¹³rĩ⁵⁵)
2729	a ¹³ + r i ⁵⁵	1439	None	TODAY	Batang	a.¹³.◦.r.i.⁵⁵	None		a ¹³ + r i ⁵⁵	a¹³ri⁵⁵
2730	t e + r a.ŋ	1438	None	TODAY	Xiahe	t.e._.r.a.ŋ	None		t e + r a.ŋ	te raŋ
2731	t e + r a.ŋ	1438	44	TODAY	Alike	t.e._.r.a.ŋ	None		t e + r a.ŋ	te raŋ
137	ŋ a + t o	1028	3347 3348	TOMORROW	Gyalsumdo	ŋato	tomorrow/ŋar tomorrow/to	[x]	ŋ a + t o	ŋato
396	ŋ a + ɹ o	1028	3347 3349	TOMORROW	Jirel	ŋaɹo	tomorrow/ŋar tomorrow/to	[x]	ŋ a + ɹ o	ŋaɹo
654	ŋ a.r + t̪ o	1028	3347 3348	TOMORROW	Kagate	ŋart̪o	tomorrow/ŋar tomorrow/to	[x]	ŋ a.r + t̪ o	ŋart̪o
909	ŋ e + t o	1028	3347 3348	TOMORROW	Lowa	ŋeto	tomorrow/ŋar tomorrow/to	[x]	ŋ e + t o	ŋeto
1161	ŋ a + ɹ o	1028	3347 3349	TOMORROW	Nubri	ŋaɹo	tomorrow/ŋar tomorrow/to	[x]	ŋ a + ɹ o	ŋaɹo
1412	s a + l a	1031	3350 3351	TOMORROW	Sherpa	sala	TOMORROW _tomorrow	[x]	s a + l a	sala
1655	ŋ a.ɾ + t̪ o	1028	3347 3348	TOMORROW	Tsum	ŋaɾt̪o	tomorrow/ŋar tomorrow/to	[x]	ŋ a.ɾ + t̪ o	ŋaɾt̪o
1917	n̪ a.ŋ + b a.ɹ	1442	147 3352	TOMORROW	Yolmo	n̪aŋbaɹ	tomorrow/naŋ tomorrow/bar	[x]	n̪ a.ŋ + b a.ɹ	n̪aŋbaɹ
2734	s ə.ŋ ⁵⁵ + ȵ ĩ - ⁵⁵	1441	None	TOMORROW	Lhasa	s.ə.ŋ.⁵⁵.◦.ȵ.ĩ.∼.⁵⁵	None		s ə.ŋ ⁵⁵ + ȵ ĩ ⁵⁵	səŋ⁵⁵ȵĩ⁵⁵
2735	n a.ŋ + r.k a	1442	None	TOMORROW	Alike	n.a.ŋ._.r.k.a	None	!	n a.ŋ + r.k a	naŋ rka
2736	s õ.ŋ ¹³ + ȵ ĩ - ⁵⁵	1441	None	TOMORROW	Batang	s.õ.∼.ŋ.¹³.◦.ȵ.ĩ.∼.⁵⁵	None	!	s õ.ŋ ¹³ + ȵ ĩ ⁵⁵	sõŋ¹³ȵĩ⁵⁵
2737	n a.ŋ + h.k a	1442	None	TOMORROW	Xiahe	n.a.ŋ._.h.k.a	None	!	n a.ŋ + h.k a	naŋ hka
144	j a + b u	1272	1149 107	GOOD	Gyalsumdo	jabu	good _:bu-suffix/bu	[x]	j a + b u	jabu
402	l e + m u	1273	1151 3365	GOOD	Jirel	lemu	good/le _:mu-suffix/mu	[x]	l e + m u	lemu
659	j a + b u	1272	1149 107	GOOD	Kagate	jabu	good _:bu-suffix/bu	[x]	j a + b u	jabu
660	dz e + b u	331	1155 107	GOOD	Kagate	dzebu	bad/dze _:bu-suffix	[x]	dz e + b u	dzebu
915	k a	334	1153	GOOD	Lowa	ka	good	[x]	k a	ka
916	s a.ŋ + !Ø/ŋ a	1271	1156 872	GOOD	Lowa	saŋa	good/sa _:a-suffix	[x]	s a.ŋ + !Ø/ŋ a	saŋa
1167	k o.ŋ	335	1154	GOOD	Nubri	koŋ	good	[x]	k o.ŋ	koŋ
1418	l e + m u	1273	1151 3365	GOOD	Sherpa	lemu	good/le _:mu-suffix/mu	[x]	l e + m u	lemu
1661	j a + m u	1272	1149 3365	GOOD	Tsum	jamu	good _:mo-suffix/mu	[x]	j a + m u	jamu
1923	j a + b u	1272	1149 107	GOOD	Yolmo	jabu	good _:bu-suffix/bu	[x]	j a + b u	jabu
2304	j a - ¹³ + k o ⁵⁵	1272	None	GOOD	Lhasa	j.a.¹³.◦.k.o.⁵⁵	None		j a ¹³ + k o ⁵⁵	ja¹³ko⁵⁵
2305	l e.k ¹³ + p o ⁵⁵	1273	None	GOOD	Lhasa	l.e.k.¹³.◦.p.o.⁵⁵	None		l e.k ¹³ + p o ⁵⁵	lek¹³po⁵⁵
2306	j ɑ - ¹³ + p u ⁵³	1272	None	GOOD	Batang	j.ɑ.¹³.◦.p.ᴜ.⁵³	None		j ɑ ¹³ + p u ⁵³	jɑ¹³pᴜ⁵³
2307	z õ ⁵⁵ + b - u - ⁵³	1271	None	GOOD	Batang	z.õ.∼.⁵⁵.◦.b.ᴜ.⁵³	None		z õ ⁵⁵ + b u ⁵³	zõ⁵⁵bᴜ⁵³
2308	a + dz o	1274	None	GOOD	Xiahe	a._.dz.o	None		a + dz o	a dzo
2309	z a.ŋ	1271	None	GOOD	Xiahe	z.a.ŋ	None		z a.ŋ	zaŋ
2310	j a.k + - k ə -	1272	None	GOOD	Alike	j.a.k._.k.ə	None		j a.k + k ə	jak kə
145	m a + j a + b u	33	105 1149 107	BAD	Gyalsumdo	majabu	not good _:bu-suffix/bu	[x]	m a + j a + b u	majabu
403	m e + l e + b a	110	105 108 10	BAD	Jirel	meleba	_bad good/le _:pa-suffix	[x]	m e + l e + b a	meleba
661	m a + j i + b a	114	105 110 10	BAD	Kagate	majiba	not good/ji _:ba-suffix	[x]	m a + j i + b a	majiba
662	m a + r i.k + !p/b a	111	105 117 10	BAD	Kagate	marikpa	not good/rik _:ba-suffix	[x]	m a + r i.k + !p/b a	marikpa
917	a	39	111	BAD	Lowa	a	bad	[x]	a	a
918	ŋ e.m + p a	1185	115 10	BAD	Lowa	ŋempa	bad/ŋem _:pa-suffix	[x]	ŋ e.m + p a	ŋempa
1168	ɦ a + w ɛ	40	112 113	BAD	Nubri	ɦawɛ	bad/ha bad/we	[x]	ɦ a + w ɛ	ɦawɛ
1419	m e + l o.k + p a	112	105 114 10	BAD	Sherpa	melokpa	not good/lok _:pa-suffix	[x]	m e + l o.k + p a	melokpa
1662	n e + p o	1185	115 109	BAD	Tsum	nepo	bad/ne _:po-suffix	[x]	n e + p o	nepo
1924	ts o.k + p a	116	116 10	BAD	Yolmo	tsokpa	bad/tsok _:pa-suffix/pa	[x]	ts o.k + p a	tsokpa
2065	ŋ ɛ̃ - ¹³ + p o ⁵⁵	1185	None	BAD	Lhasa	ŋ.ɛ̃.∼.¹³.◦.p.o.⁵⁵	None		ŋ ɛ̃ ¹³ + p o ⁵⁵	ŋɛ̃¹³po⁵⁵
2066	t u ¹³ + k o ⁵⁵	1186	None	BAD	Lhasa	t.u.¹³.◦.k.o.⁵⁵	None		t u ¹³ + k o ⁵⁵	tu¹³ko⁵⁵
2067	d u ⁵⁵ + p u ⁵³	1186	None	BAD	Batang	d.u.⁵⁵.◦.p.ᴜ.⁵³	None		d u ⁵⁵ + p u ⁵³	du⁵⁵pᴜ⁵³
2068	ɕ ɑu ⁵⁵ + d ɛ ʔ ⁵³	1187	None	BAD	Batang	ɕ.ɑ.u.⁵⁵.◦.d.ɛ.ʔ.⁵³	None		ɕ ɑu ⁵⁵ + d ɛ ʔ ⁵³	ɕɑu⁵⁵dɛʔ⁵³
2069	a + χ a + m a	1188	None	BAD	Xiahe	a._.χ.a._.m.a	None		a + χ a + m a	a χa ma
2070	ŋ a.n	1185	None	BAD	Xiahe	ŋ.a.n	None		ŋ a.n	ŋan
2071	ŋ a.n + - b æ -	1185	None	BAD	Alike	ŋ.a.n._.b.æ	None		ŋ a.n + b æ	ŋan bæ
146	t a.ŋ + m u	1081	553 3365	WET	Gyalsumdo	taŋmu	cold _:mu-suffix/mu	[x]	t a.ŋ + m u	taŋmu
404	tʰ ə.ŋ + g e	1081	553 555	WET	Jirel	tʰəŋɡe	cold _/ge	[x]	tʰ ə.ŋ + g e	tʰəŋɡe
663	t a.ŋ + b u	1081	553 107	WET	Kagate	taŋbu	cold _:bu-suffix	[x]	t a.ŋ + b u	taŋbu
919	t a.ŋ + - a	1081	553	WET	Lowa	taŋa	cold	[x]	t a.ŋ + a	taŋa
1169	l o.m + p a	1462	3547 10	WET	Nubri	lompa	wet _:pa-suffix/pa	[x]	l o.m + p a	lompa
1420	tʰ e.ŋ + !Ø/ŋ a	1081	553 872	WET	Sherpa	tʰeŋa	cold _:ŋa-suffix	[x]	tʰ e.ŋ + !Ø/ŋ a	tʰeŋa
1663	ⁿd o.m + p a	1462	3549 10	WET	Tsum	nd̪ompa	wet _:pa-suffix/pa	[x]	ⁿd o.m + p a	nd̪ompa
1925	t a.ŋ + m u	1081	553 3365	WET	Yolmo	taŋmu	cold _:mu-suffix	[x]	t a.ŋ + m u	taŋmu
2792	- l ẽ - ⁵⁵ + m.b a ⁵³	1462	None	WET	Batang	l.ẽ.∼.⁵⁵.◦.m.b.a.⁵³	None	!	l ẽ ⁵⁵ + m.b a ⁵³	lẽ⁵⁵mba⁵³
2793	- l ø̃ - ⁵⁵ + - p o ⁵⁵	1462	None	WET	Lhasa	l.ø̃.∼.⁵⁵.◦.p.o.⁵⁵	None		l ø̃ ⁵⁵ + p o ⁵⁵	lø̃⁵⁵po⁵⁵
2794	h.l o + m.b a	1462	None	WET	Xiahe	h.l.o._.m.b.a	None	!	h.l o + m.b a	hlo mba
2795	ɣ.l o.n + - - b æ -	1462	None	WET	Alike	ɣ.l.o.n._.b.æ	None		ɣ.l o.n + b æ	ɣlon bæ
150	tsʰ a.n + t̪ i	1296	1365 1476	HOT	Gyalsumdo	tsʰant̪i	hot/tsha _:ti-suffix/ti	[x]	tsʰ a.n + t̪ i	tsʰant̪i
408	tʰ o.m - + m u	398	1367 12	HOT	Jirel	tʰommu	hot/dom _:mu-suffix	[x]	tʰ o.m + m u	tʰommu
667	d o.m - + b o	398	1367 1369	HOT	Kagate	dombo	hot/dom _:bo-suffix	[x]	d o.m + b o	dombo
923	tsʰ a - - -	1296	1365	HOT	Lowa	tsʰa	hot/tsha	[x]	tsʰ a	tsʰa
1173	tsʰ a + w o	1296	1365 1370	HOT	Nubri	tsʰawo	hot/tsha _:wo-suffix	[x]	tsʰ a + w o	tsʰawo
1424	tsʰ a.n + d i	1296	1365 1476	HOT	Sherpa	tsʰand̪i	hot/tsha _:di-suffix	[x]	tsʰ a.n + d i	tsʰand̪i
1667	tsʰ a.n + d e	1296	1365 1476	HOT	Tsum	tsʰand̪e	hot/tsha _:de-suffix	[x]	tsʰ a.n + d e	tsʰand̪e
1929	t - o.!Ø/m + m u	398	1367 966	HOT	Yolmo	tomu	hot/dom _:mu-suffix	[x]	t o.!Ø/m + m u	tomu
2362	tsʰ a ⁵⁵ + p o ⁵⁵	1296	None	HOT	Lhasa	tsʰ.a.⁵⁵.◦.p.o.⁵⁵	None		tsʰ a ⁵⁵ + p o ⁵⁵	tsha⁵⁵po⁵⁵
2363	tsʰ a ⁵⁵ + m u ⁵³	1296	None	HOT	Batang	tsʰ.a.⁵⁵.◦.m.ᴜ.⁵³	None		tsʰ a ⁵⁵ + m u ⁵³	tsha⁵⁵mᴜ⁵³
2364	h.ŋ u	1297	None	HOT	Xiahe	h.ŋ.u	None		h.ŋ u	hŋu
2365	tsʰ a + - ⁿd e -	1296	None	HOT	Xiahe	tsʰ.a._.nd.e	None	!	tsʰ a + ⁿd e	tsha nde
2366	ʈʂ o + ɣ ə	1298	None	HOT	Alike	tʂ.o._.ɣ.ə	None		ʈʂ o + ɣ ə	tʂo ɣə
151	t a.ŋ - + m u	179	553 3365	COLD	Gyalsumdo	taŋmu	cold _:mu-suffix/mu	[x]	t a.ŋ + m u	taŋmu
409	tʰ ə.ŋ - + g e	179	553 555	COLD	Jirel	tʰəŋɡe	cold _/ge	[x]	tʰ ə.ŋ + g e	tʰəŋɡe
668	t a.ŋ - + m u	179	553 3365	COLD	Kagate	taŋmu	cold _:mu-suffix	[x]	t a.ŋ + m u	taŋmu
924	t - a.!g/ŋ + m o	179	553 554	COLD	Lowa	taɡmo	cold _:mo-suffix	[x]	t a.!g/ŋ + m o	taɡmo
1174	t a.ŋ - + m o	179	553 3365	COLD	Nubri	taŋmo	cold _:mu-suffix/mu	[x]	t a.ŋ + m o	taŋmo
1425	tʰ - e.!ŋa/ŋ - - -	179	553	COLD	Sherpa	tʰeŋa	cold	[x]	tʰ e.!ŋa/ŋ	tʰeŋa
1668	ɹ a.ŋ - + d̪ a	1218	553 82	COLD	Tsum	ɹaŋd̪a	cold _/da	[x]	ɹ a.ŋ + d̪ a	ɹaŋd̪a
1930	t a.ŋ - + m u	179	553 3365	COLD	Yolmo	taŋmu	cold _:mu-suffix	[x]	t a.ŋ + m u	taŋmu
2138	tɕ a.ŋ	1218	None	COLD	Xiahe	tɕ.a.ŋ	None		tɕ a.ŋ	tɕaŋ
2139	ʈʂʰ ə.ŋ ¹³ + ŋ u ⁵⁵	1218	None	COLD	Lhasa	tʂh.ə.ŋ.¹³.◦.ŋ.u.⁵⁵	None		ʈʂʰ ə.ŋ ¹³ + ŋ u ⁵⁵	tʂhəŋ¹³ŋu⁵⁵
2140	- ch/ts a - ⁵⁵ + k - o ⁵⁵	1219	None	COLD	Lhasa	ch.a.⁵⁵.◦.k.o.⁵⁵	None		ch/ts a ⁵⁵ + k o ⁵⁵	cha⁵⁵ko⁵⁵
2141	- - ʈʂ - õ - - ¹³ + m u ⁵³	1218	None	COLD	Batang	tʂ.õ.∼.¹³.◦.m.ᴜ.⁵³	None		ʈʂ õ ¹³ + m u ⁵³	tʂõ¹³mᴜ⁵³
2142	tɕʰ a.χ + k.w a	1219	None	COLD	Xiahe	tɕh.a.χ._.k.w.a	None		tɕʰ a.χ + k.w a	tɕhaχ kwa
2143	n.cçʰ a.k	1219	None	COLD	Alike	n.cçh.a.k	None	!	n.cçʰ a.k	ncçhak
152	j ø + b a	1365	2233 10	RIGHT	Gyalsumdo	jøba	right/jo _:pa-suffix	[?]	j ø + b a	jøba
410	s a + m a + p a	660	2235 11 10	RIGHT	Jirel	samapa	right/sa _:ma-suffix _:ba-suffix/pa	[?]	s a + m a + p a	samapa
669	tɕ j a + b u + tsʰ o + l e	663	2237 2238 2239 2240	RIGHT	Kagate	tɕjabutsʰole	_right/tsja _:bu-suffix right/tsho right/le	[?]	tɕ j a + b u + tsʰ o + l e	tɕjabutsʰole
925	j e + w a	1365	2233 2241	RIGHT	Lowa	jewa	right/jo _:wa-suffix	[?]	j e + w a	jewa
