ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	pos	CONCEPTICON_ID	CONCEPTICON_GLOSS	SIMILARITY
1	Nubi	OR	1014	ã			or	conj.	1014	OR	2
3	Nubi	FAECES (EXCREMENT)	675	ã			feces	n.	675	FAECES (EXCREMENT)	2
4	Nubi			ai			elder sister [Lho]	n.		???	
5	Nubi			ai			okay	part.		???	
6	Nubi	POWER	2526	aŋ			power	n.	2526	POWER	2
7	Nubi			aŋɖaŋ			serial number	n.		???	
8	Nubi			aŋpa			last born child	n.		???	
9	Nubi			aŋsaŋ			much more	adj.		???	
12	Nubi	WOUND	1109	aɲe			wound	n.	1109	WOUND	2
13	Nubi	OLDER BROTHER	1759	ata			elder brother	n.	1759	OLDER BROTHER	2
14	Nubi	FATHER'S SISTER	170	ani			father's sister	n.	170	FATHER'S SISTER	2
15	Nubi			ani			also	gra.		???	
16	Nubi			ani			nun	n.		???	
17	Nubi			ano			religiously bonded friend (female)	n.		???	
18	Nubi	FRIEND	1325	anoro			friend	n.	1325	FRIEND	2
19	Nubi			apa			father [Tib.]	n.	1217	FATHER	4
20	Nubi			apʃak			sword; traditional sword	n.	1535	SWORD	4
21	Nubi	MOTHER	1216	ama			mother	n.	1216	MOTHER	2
22	Nubi			amaɖintse			exclamation	excl.		???	
23	Nubi			amidewa			hymn (a kind of Chinese hymn)	n.		???	
24	Nubi			amidewari			hymn (of a kind)	n.		???	
25	Nubi			amtsi			traditional doctor	n.		???	
27	Nubi	EAR	1247	amtsok			ear	n.	1247	EAR	2
28	Nubi	EARLOBE	18	amtsok sokpa			earlobe	n.	18	EARLOBE	2
30	Nubi			aroŋ			mediocre	adj.		???	
31	Nubi	HOW MUCH	531	aruŋ			much	adj.	531	HOW MUCH	2
32	Nubi			aruŋ			after a while	adv.		???	
33	Nubi			aruŋ tʃime			very badly	adv.		???	
34	Nubi			aruŋne			after that	adv.		???	
36	Nubi			artsa			pot for making liquor (pot fixed at the center of the liquorpreparing pot)	n.		???	
37	Nubi			arɲiŋ			pot in which the liquor is collected during its preparation	n.		???	
39	Nubi			alak			different [Lho, cf. guduk]	adj.	2504	DIFFERENT	4
40	Nubi			ale			exclamation	gram.		???	
41	Nubi	YES	1268	ale			yes	gram.	1268	YES	2
42	Nubi			ali			rupees	n.		???	
43	Nubi	SOME	1241	aliili			some	adj.	1241	SOME	2
44	Nubi			aluk			garland	n.		???	
45	Nubi			awa			father [Lho]	n.	1217	FATHER	4
46	Nubi	PARENTS	505	awaã			parents	n.	505	PARENTS	2
48	Nubi			ẽ			particle (question)	part.	2279	NO OR NOT	4
49	Nubi			ẽ			particle (yes)	part.	2279	NO OR NOT	4
50	Nubi			e			exclamation	excl.		???	
51	Nubi			ei			particle (right?)	part.	2279	NO OR NOT	4
52	Nubi			ei			elder sister	n.		???	
53	Nubi	ITCH	148	ei			to itch	v.	148	ITCH	1
54	Nubi			eila			particle (in particular)	part.	2279	NO OR NOT	4
55	Nubi			etʃi			elder.sister	n.		???	
58	Nubi			epi			grandmother [Lho, cf. epi]	n.	1496	GRANDMOTHER	4
59	Nubi			epi			grandmother [Sama, see ibi]	n.	1496	GRANDMOTHER	4
60	Nubi			epsa			porch	n.		???	
62	Nubi	RAINY SEASON	453	erka			rainy season	n.	453	RAINY SEASON	2
63	Nubi			erma			pepper (a kind of spice)	n.	1385	PEPPER	4
64	Nubi	RIGHT	1019	ela			right side	adv.	1019	RIGHT	2
66	Nubi			elok			yard [Lho, cf. ghorum]	n.	736	YARD	4
67	Nubi	GRANDMOTHER	1496	i			grandmother	n.	1496	GRANDMOTHER	2
68	Nubi			ikgjap			hiccup	n.		???	
69	Nubi			intsi			foreigner	n.		???	
70	Nubi	GRANDMOTHER	1496	ibi			grandmother	n.	1496	GRANDMOTHER	2
71	Nubi			isi			kitchen garden	n.		???	
72	Nubi	THAT	78	o			that	pron.	78	THAT	2
73	Nubi			oi			vocative case	gram.		???	
74	Nubi	UNCLE	1327	ou			uncle	n.	1327	UNCLE	2
75	Nubi	FATHER	1217	ou			father	n.	1217	FATHER	2
77	Nubi	AT THAT TIME	2922	okapsune			at that time	adv.	2922	AT THAT TIME	2
78	Nubi			oŋkar			Ongkar (Place name in Lho village)	n.		???	
80	Nubi			oma			from there	adv.		???	
81	Nubi			omala			from there	adv.		???	
82	Nubi			oja			towards there	adv.		???	
83	Nubi			u			head (Hon.)	n.	1256	HEAD	4
84	Nubi			uaŋ			food item (santified by offering to God)	n.		???	
85	Nubi	BREATH	870	uk			breath	n.	870	BREATH	2
86	Nubi	LEAVE	1752	ukʃak			to leave	v.	1752	LEAVE	1
87	Nubi			utshu			like that	adv.		???	
88	Nubi			utshurtap			after that	adv.		???	
89	Nubi			udzu			like that	adv.		???	
90	Nubi			uʈa			hair of body (Hon.)	n.		???	
91	Nubi	THAT	78	udi			that	pron.	78	THAT	2
92	Nubi			uni			and then	adv.		???	
94	Nubi	THERE	1937	ula			there	adv.	1937	THERE	2
97	Nubi			ədəktshe			chairperson (Nep.)	n.		???	
98	Nubi			əni			and then (Nep.)	adv.		???	
99	Nubi			ka			particle (contrast)	part.	2279	NO OR NOT	4
101	Nubi			ka			bad star; influence of plenatary stars	n.		???	
102	Nubi			kaŋel			trouble	n.		???	
103	Nubi	PROBLEM	2425	kaŋel			problem	n.	2425	PROBLEM	2
104	Nubi			kaŋgar			cigaratte made locallyby encassing the tobacco in leaves	n.		???	
105	Nubi	LAME	320	kaŋtʃhak			lame	adj.	320	LAME	2
106	Nubi	PROBLEM	2425	kaŋɲal			problem	n.	2425	PROBLEM	2
107	Nubi	LEG	1297	kaŋba			leg	n.	1297	LEG	2
108	Nubi			kaŋba tsu			to begin walking	v.		???	
109	Nubi	KNEE	1371	kaŋba tshitko			knee	n.	1371	KNEE	2
110	Nubi	FOOT	1301	kaŋbathil			feet	n.	1301	FOOT	2
111	Nubi			kaŋmantse			acting as if	adj.		???	
112	Nubi			kaʈin			gratitute	n.		???	
113	Nubi			kana			yes  please (Hon.)	excl.		???	
114	Nubi			kana			expression to reply 'yes' politely	excl.		???	
115	Nubi			kanaŋ			yes please	excl.		???	
116	Nubi	TEMPLE	911	kani			temple	n.	911	TEMPLE	2
117	Nubi	COVER	761	kap			to cover	v.	761	COVER	1
118	Nubi	TIME	892	kap			time	n.	892	TIME	2
120	Nubi	SHOE	1381	kaptʃa			shoes	n.	1381	SHOE	2
121	Nubi	TIME	892	kapso			time	n.	892	TIME	2
122	Nubi			kam			to dry (intr.)	v.	1398	DRY	3
123	Nubi			kampa			infertile animal or human beings	n.		???	
125	Nubi			karnak			light black	adj.		???	
126	Nubi	WHITE	1335	karpo			white	adj.	1335	WHITE	2
127	Nubi			karmanamgjal			Karma Namgyal (name of a male person)	n.		???	
128	Nubi	DIFFICULT	584	kale			difficult	adj.	584	DIFFICULT	2
129	Nubi	WHERE	1237	kale			where	adv.	1237	WHERE	2
130	Nubi			kalpa			civilization	n.		???	
131	Nubi			kalpa			era	n.		???	
132	Nubi			kawaŋ			worship (of a kind)	n.	257	WORSHIP	4
133	Nubi	COLUMN	2045	ká			pillar	n.	2045	COLUMN	2
134	Nubi	VOICE	1363	ke			voice	n.	1363	VOICE	2
135	Nubi	BE BORN	1090	ke			to be born	v.	1090	BE BORN	1
136	Nubi	CALL	1084	ke gjap			to call	v.	1084	CALL	1
137	Nubi			ke gjur			to translate	v.	2906	TRANSLATE	1
138	Nubi	CALL	1084	ke taŋ			to call	v.	1084	CALL	1
139	Nubi			ke hjul			birthplace	n.		???	
141	Nubi			kekar			horoscope	n.		???	
143	Nubi			ken			effect	n.		???	
144	Nubi			ken			weakness (of a man)	n.		???	
146	Nubi	WAIST	1681	kepa			waist	n.	1681	WAIST	2
147	Nubi	BETWEEN	689	kepala			between	adv.	689	BETWEEN	2
148	Nubi	HUNTER	1053	kerapa			hunter	n.	1053	HUNTER	2
149	Nubi			ki			loan; lending	n.		???	
150	Nubi			-ki			ergative case	gram.		???	
151	Nubi			-ki			instrumental case	gram.		???	
152	Nubi			-ki			genitive case	gram.		???	
153	Nubi			kitshaŋ			place where dog sits	n.		???	
154	Nubi			kituk			happiness and hardness	n.		???	
155	Nubi			kiduk			happy and hardship	n.		???	
156	Nubi	HAPPY	1495	kipo			happy	adj.	1495	HAPPY	2
157	Nubi			kiptsaŋ			jackal	n.		???	
158	Nubi	PUPPY	74	kipʈuk			puppy	n.	74	PUPPY	2
159	Nubi	BETWEEN	689	kimala			between	adv.	689	BETWEEN	2
160	Nubi			ko			particle (you know)	part.	2279	NO OR NOT	4
161	Nubi			ko tshaktshak			smiling	adj.		???	
162	Nubi	BETRAY	1902	kokse			cheat	n.	1902	BETRAY	2
163	Nubi	DANDRUFF	576	koksi			dandruff	n.	576	DANDRUFF	2
164	Nubi	BROOM	245	koŋma			broom	n.	245	BROOM	2
165	Nubi			kotro			prayer wheel moved by hand	n.		???	
166	Nubi			kor			to go round	v.		???	
167	Nubi			kora			going round	n.		???	
168	Nubi	WINDOW	1375	korkhun			window	n.	1375	WINDOW	2
170	Nubi	STATUE	1002	ku			statue	n.	1002	STATUE	2
171	Nubi			kuŋ			butter lamp	n.		???	
172	Nubi			kuŋ			between [Sama, cf. bharke]	adv.	689	BETWEEN	4
173	Nubi			kuna			remote	adj.		???	
174	Nubi	GOD	1944	kuntsok			god	n.	1944	GOD	2
175	Nubi			kundzaŋ			Kunsang (name of a male person)	n.		???	
176	Nubi	THREAD	1161	kupa			thread	n.	1161	THREAD	2
177	Nubi			kuma 			thief [Sama, cf. kũwa]	n.	1160	THIEF	4
178	Nubi			kumtshe			worship done at gompa	n.		???	
179	Nubi	WITH	1340	kumden			with	post.	1340	WITH	2
180	Nubi	WORSHIP	257	kurum			worship	n.	257	WORSHIP	2
181	Nubi			kũwa			thief [Lho, cf. kuma]	n.	1160	THIEF	4
182	Nubi			kusuŋthukten			worship (of some kind)	n.	257	WORSHIP	4
183	Nubi			kʏ			to steal (var. ki)	v.	713	STEAL	3
184	Nubi			køn			injury	n.		???	
185	Nubi			kja			also	part.		???	
186	Nubi			-kja			PL	gram.		???	
187	Nubi	HUNDRED	1634	kja thampa			one hundred	num.	1634	HUNDRED	2
188	Nubi	FAECES (EXCREMENT)	675	kjakpa			feces	n.	675	FAECES (EXCREMENT)	2
189	Nubi	ONLY	1580	kjaŋkjaŋ			only	adv.	1580	ONLY	2
190	Nubi			kjaptʃol			refugee	n.		???	
191	Nubi			kjal			to make reach	v.		???	
192	Nubi			kjo			laddle	n.		???	
193	Nubi	POOR	1674	kjou			poor	adj.	1674	POOR	2
194	Nubi			kjon			affect	n.		???	
195	Nubi			kjopso			relief	n.		???	
196	Nubi			kjor			to fence	v.	1690	FENCE	4
197	Nubi	SOUR	1906	kjurpu			sour	adj.	1906	SOUR	2
198	Nubi	THIEF	1160	kwã			thief	n.	1160	THIEF	2
199	Nubi			kám			to make dry	v.	2015	MAKE DRY	1
200	Nubi	MOUTH	674	kha			mouth	n.	674	MOUTH	2
201	Nubi			kha			shard edge	n.		???	
203	Nubi			kha tshendi			chilli hot	adj.		???	
204	Nubi			kha dar			to sharpen (equipment)	v.	251	SHARPEN (SOMETHING)	3
205	Nubi	SEPARATE	1359	khaka			to separate	v.	1359	SEPARATE	1
206	Nubi	THIRST	848	khakom			thirst	n.	848	THIRST	2
207	Nubi	DIFFICULT	584	khakpo			difficult	adj.	584	DIFFICULT	2
208	Nubi	BITTER	887	khakpu			bitter	adj.	887	BITTER	2
209	Nubi	ROOF	769	khaŋdok			roof	n.	769	ROOF	2
211	Nubi	DAY BEFORE YESTERDAY	1180	khatsiŋ			day before yesterday	adv.	1180	DAY BEFORE YESTERDAY	2
212	Nubi	COVER	761	khatʃo kop			cover	n.	761	COVER	2
213	Nubi	NUMBER	1356	khaʈaŋ			number	n.	1356	NUMBER	2
214	Nubi			khaɖal			to be separated	n.		???	
215	Nubi			khaɖaltsuk			to separate (tran.)	v.	1359	SEPARATE	3
216	Nubi	TOWARDS	2754	khatuk			towards	post.	2754	TOWARDS	2
217	Nubi			khadik			to stammer	v.	1866	STUTTER	3
218	Nubi			khanup			day before yesterday [Lho, cf. khonum]	adv.	1180	DAY BEFORE YESTERDAY	4
219	Nubi	NEEDLE (FOR SEWING)	1382	khap			needle	n.	1382	NEEDLE (FOR SEWING)	2
221	Nubi			khaptuk			direct	adj.		???	
222	Nubi	STRAIGHT	1404	khapthuk			straight	adj.	1404	STRAIGHT	2
223	Nubi	SOUR	1906	khappo			sour	adj.	1906	SOUR	2
224	Nubi			khaple			chatting	n.		???	
225	Nubi	OPEN	1156	khabe			to open	v.	1156	OPEN	1
227	Nubi			kharal			incomplete	adj.		???	
228	Nubi	HALF	816	kharal			half	adj.	816	HALF	2
229	Nubi			khari khaptuk			straightforward in nature	adj.		???	
230	Nubi	SURFACE	547	khala			surface	n.	547	SURFACE	2
231	Nubi			khala			food [cf. khalak]	n.	256	FOOD	4
232	Nubi			khalak			food [Tib.]	n.	256	FOOD	4
233	Nubi			khasaŋ			recently	adv.		???	
234	Nubi			khase			somebody	pron.	2231	CORRECT (SOMETHING OR SOMEBODY)	4
235	Nubi			khaseni			some [Tib.]	pron.	1241	SOME	4
236	Nubi			khasiŋ			recently	adv.		???	
237	Nubi			khasin teli			recently	adv.		???	
238	Nubi			khahala			over there; on that side	adv.		???	
241	Nubi			khen			knowledgeable	adj.	1410	KNOW (SOMETHING)	4
242	Nubi	DIFFERENT	2504	khepar			different	adj.	2504	DIFFERENT	2
243	Nubi			khembu			abbot	n.		???	
245	Nubi			khewa			skillful	adj.		???	
246	Nubi			khewaŋ			skilled person	adj.		???	
247	Nubi			khesin			recently	adv.		???	
248	Nubi	CHEAP	1887	khiu			cheap	adj.	1887	CHEAP	2
249	Nubi	CIRCLE	1467	khikhir			circle	n.	1467	CIRCLE	2
250	Nubi	HOUSE	1252	khim			house	n.	1252	HOUSE	2
251	Nubi	NEIGHBOUR	1332	khimdze			neighbour	n.	1332	NEIGHBOUR	4
252	Nubi			khimdak			master of the house	n.		???	
253	Nubi	SPOON	1378	khimbu			spoon	n.	1378	SPOON	2
254	Nubi			khirkhir			circular	adj.	2302	CIRCULAR (ROUND IN TWO DIMENSIONS)	4
257	Nubi			kho sopsop			juicy	adj.		???	
258	Nubi			khokkhok			curly (hair)	adj.		???	
259	Nubi			khokpa			inner part of body	n.		???	
260	Nubi	WOUND	1109	khokpa			wound	n.	1109	WOUND	2
261	Nubi	TESTICLES	797	khoksi			testicles	n.	797	TESTICLES	2
263	Nubi	BE ANGRY	2223	khoŋ laŋ			to be angry	v.	2223	BE ANGRY	1
264	Nubi	ANGRY	1826	khoŋɖo			angry	adj.	1826	ANGRY	2
265	Nubi			khonum			day before yesterday [Sama, cf. khadzaŋ]	adv.	1180	DAY BEFORE YESTERDAY	4
267	Nubi	THEY	817	khoraŋ			they	pron.	817	THEY	2
268	Nubi	SELF	1993	khoroŋ			self	pron.	1993	SELF	2
269	Nubi	NUT	191	khortshen			chilli	n.	191	CHILI PEPPER	2
270	Nubi			khorpa			big sickle	n.		???	
271	Nubi	BOIL (OF LIQUID)	792	khol			to boil (intr.)	v.	792	BOIL (OF LIQUID)	1
272	Nubi	POCKET	1851	khol			pocket	n.	1851	POCKET	2
273	Nubi			kholda			strip (of bell of horse)	n.		???	
274	Nubi			khu			to be able	v.	972	BE ABLE	1
275	Nubi	THEY	817	khuŋ			they	pron.	817	THEY	2
276	Nubi	THEY	817	khuŋgja			they	pron.	817	THEY	2
277	Nubi	THEY	817	khuŋtso			they	pron.	817	THEY	2
278	Nubi	THEY	817	khuntso			they	pron.	817	THEY	2
279	Nubi	CARRY	700	khur			to carry	v.	700	CARRY	1
280	Nubi			khurpa			porter	n.		???	
281	Nubi	LOAD	1679	khurpu			load	n.	1679	LOAD	2
283	Nubi			khja			feeling cold	n.		???	
284	Nubi			khjak			to freeze (intr.)	v.	1431	FREEZE	3
285	Nubi			khjaktsu			to freeze (tran.)	v.	1431	FREEZE	3
287	Nubi			khjaŋgja			you (pl)	pron.	1213	YOU	2
288	Nubi			khjap			to spread	v.	38	SPREAD OUT	4
289	Nubi			khjam			to go round; to visit	v.		???	
290	Nubi	HUSBAND	1200	khjoka			husband	n.	1200	HUSBAND	2
291	Nubi			khjoktoŋ			young boy	n.		???	
292	Nubi			ga			particle (contrast)	part.	2279	NO OR NOT	4
293	Nubi	GOOD	1035	ga			good	adj.	1035	GOOD	2
294	Nubi	HAPPY	1495	ga			happy	adj.	1495	HAPPY	2
295	Nubi			ga			seat on the back of jak	n.		???	
296	Nubi			ga			to be stuck on neck	v.		???	
298	Nubi	TIME	892	gaŋ			time	n.	892	TIME	2
299	Nubi			gaŋ			to be full (intr.); to make full (tran.)	v.	1429	FULL	3
301	Nubi	WHILE	726	gaŋ			while	adv.	726	WHILE	2
302	Nubi	OLD (AGED)	2112	gaŋun			old (aged)	n.	2112	OLD (AGED)	2
303	Nubi	GOOD	1035	gaŋtsen			nice	n.	1035	GOOD	2
305	Nubi			gaŋmantse			extreme	adj.		???	
306	Nubi	TIME	892	gaŋla			time	n.	892	TIME	2
307	Nubi			gatsø 			how much [Tib., cf. maŋlø]	adj.	531	HOW MUCH	4
308	Nubi	HOW MUCH	531	gadzin			much	adj.	531	HOW MUCH	2
309	Nubi			gana			where [Lho, cf. gunta]	adv.	1237	WHERE	4
310	Nubi	WHERE	1237	ganala			where	adv.	1237	WHERE	2
311	Nubi			gane			how [Lho, cf. guntsu]	adv.	1239	HOW	4
312	Nubi	HOW	1239	gante			how	adv.	1239	HOW	2
313	Nubi			gap			Ghap (place name in Prok)	n.		???	
314	Nubi	BUTTOCKS	834	gapta			buttock	n.	834	BUTTOCKS	2
315	Nubi	WEIGH	1098	gar			to weigh	v.	1098	WEIGH	1
317	Nubi			garu			where [Samdo]	adv.	1237	WHERE	4
318	Nubi			garu			wherever	adv.		???	
319	Nubi	DANCE	1879	gartse			dance	n.	1879	DANCE	2
320	Nubi	FENCE	1690	garta taŋ			fence	n.	1690	FENCE	2
321	Nubi			gala			clothes [Sama, cf. golak]	n.	1895	CLOTHES	4
322	Nubi			gala			where [Samdo]	adv.	1237	WHERE	4
324	Nubi			galegale			hurriedly	adv.		???	
325	Nubi	BALD	1125	galɖer			bald	adj.	1125	BALD	2
326	Nubi			gawa			graycoloured soil	n.		???	
327	Nubi	EIGHT	1705	ge			eight	num.	1705	EIGHT	2
328	Nubi			ge			to be split	v.	1437	SPLIT	3
329	Nubi	FAST	1631	geu			quickly	adv.	1631	FAST	2
330	Nubi			geŋun			old man and woman	n.		???	
331	Nubi	NINETY	1724	getʃu			ninety	num.	1724	NINETY	2
332	Nubi			getʃugeʈuk			eighty six	num.		???	
333	Nubi			geɲuŋ			aged people	n.		???	
334	Nubi			gen			upward slope	n.		???	
335	Nubi			gerpa			individual; private	n.		???	
336	Nubi			gerpa			private	adj.		???	
337	Nubi	FALL	1280	gel			to fall	v.	1280	FALL	1
338	Nubi	FALL	1280	gel			to fall	v.	1280	FALL	1
339	Nubi	SLOW	701	gele			slow	adj.	701	SLOW	2
340	Nubi	RELIGION	661	gewa			religion	n.	661	RELIGION	2
341	Nubi			-gi			instrumental case	gram.		???	
342	Nubi			-gi			ergative case	gram.		???	
344	Nubi	ALL	98	girimiri			all	adj.	98	ALL	2
345	Nubi	GLASS	604	gila			glass	n.	604	GLASS	2
346	Nubi	DOOR	1567	go			door	n.	1567	DOOR	2
347	Nubi	HEAR	1408	go			to hear	v.	1408	HEAR	1
349	Nubi	ENOUGH	1881	goko			to be enough	v.	1881	ENOUGH	1
350	Nubi	BAD	1292	gokpo			bad	adj.	1292	BAD	2
352	Nubi			goŋ			good [Sama, cf. hjama]	adj.	1035	GOOD	4
353	Nubi			goŋo			at the first time	adv.		???	
354	Nubi	EVENING	1629	goŋmo			evening	n.	1629	EVENING	2
356	Nubi	WEAR	976	gon			to wear	v.	976	WEAR	1
357	Nubi			goni			in the beginning	adv.		???	
359	Nubi			gom			addicted to tobacco, or any other things	n.		???	
360	Nubi			gom			meditation	n.		???	
361	Nubi			goma 			in the beginning [Lho, cf. gõgõ]	adv.		???	
362	Nubi			gomani			firstly	adv.		???	
363	Nubi			gompa			monastery	n.		???	
364	Nubi			gomsi			habit	n.		???	
365	Nubi			gorom			yard [Sama; cf. jolok]	n.	736	YARD	4
366	Nubi			gorum			yard [Sama, cf. elok]	n.	736	YARD	4
367	Nubi			golak			clothes [Lho, cf. gala]	n.	1895	CLOTHES	4
368	Nubi			golu			song sung when men move from old house to new house	n.		???	
369	Nubi	NINE	1483	gu			nine	num.	1483	NINE	2
370	Nubi			gui			forth day coming (in future, coming)	n.		???	
371	Nubi	CORNER	192	gukla			corner	n.	192	CORNER	2
372	Nubi			guŋmal			beam for supporting rafter	n.		???	
373	Nubi	MIDDLE	1093	guŋla			middle	n.	1093	MIDDLE	2
374	Nubi			guduk 			different [Lho, Sama alak]	adj.	2504	DIFFERENT	4
375	Nubi			guntsu			how [Sama, cf. gane]	adv.	1239	HOW	4
376	Nubi			gunta			how [Sama, cf. gana]	adv.	1239	HOW	4
377	Nubi			gupkja			ninety ninety	num.		???	
378	Nubi	TENT	1316	gur			tent	n.	1316	TENT	2
379	Nubi			guruŋ			Gurung	n.		???	
380	Nubi			gul			to shake (intr.)	v.	1909	SHAKE	3
381	Nubi			gul			shake (tran.)	v.	1909	SHAKE	4
383	Nubi			gultsuk			to shake (tran.)	v.	1909	SHAKE	3
384	Nubi			gø			to distribute	v.	196	DONATE	4
385	Nubi	WINTER	1471	gønka			winter	n.	1471	WINTER	2
386	Nubi	HUNDRED	1634	gja			hundred	num.	1634	HUNDRED	2
387	Nubi			-gja			plural	gram.		???	
388	Nubi	GATE	2940	gjak			gate	n.	2940	GATE	2
389	Nubi			gjakar			India	n.		???	
390	Nubi	GATE	2940	gjako			gate	n.	2940	GATE	2
392	Nubi	BEHIND	1686	gjakuŋ			behind	adv.	1686	BEHIND	2
393	Nubi			gjakuŋla			after that	adv.		???	
396	Nubi			gjakʃo			fattest	adj.		???	
397	Nubi	GATE	2940	gjago			gate	n.	2940	GATE	2
398	Nubi			gjatso			Ghyacho (name of a man)	n.		???	
399	Nubi	EIGHTY	1722	gjatʃu			eighty	num.	1722	EIGHTY	2
400	Nubi			gjatʃugjaɲi			eighty two	num.		???	
401	Nubi			gjanak			China	n.		???	
402	Nubi			gjap			to fix (a tent)	v.	3074	FIX	3
403	Nubi	BUILD	1840	gjap			to build	v.	1840	BUILD	1
405	Nubi	HIT	1433	gjap			to hit	v.	1433	HIT	1
406	Nubi			gjaptsa gjap			to hold each other	v.		???	
407	Nubi	OCEAN	645	gjaptso			ocean	n.	645	OCEAN	2
408	Nubi	BEHIND	1686	gjapla			behind	post.	1686	BEHIND	2
409	Nubi	BUCKWHEAT	2040	gjabre			buckwheat	n.	2040	BUCKWHEAT	2
410	Nubi			gjami			Chinese	n.		???	
411	Nubi	OCEAN	645	gjamtso			ocean	n.	645	OCEAN	2
412	Nubi			gjaram			located in cross position	n.		???	
413	Nubi	FALL	1280	gjal			to fall	v.	1280	FALL	1
414	Nubi			gjaliŋ			small flute-like musical instrument a lama plays	n.		???	
415	Nubi	COUNTRY	1300	gjalkap			country	n.	1300	COUNTRY	2
416	Nubi			gjaltsa			here and there	adv.		???	
417	Nubi			gjaltsagjap			to hold each other	v.		???	
418	Nubi			gjaltsen			name of a male person	n.		???	
419	Nubi			gjaltsuk			to make fall; to let fall	v.		???	
420	Nubi			gjaltaŋ			bird (of a kind)	n.	937	BIRD	4
421	Nubi	KING	1508	gjalbo			king	n.	1508	KING	2
422	Nubi			gjawa riŋpur			Dalai Lama	n.		???	
423	Nubi			gjawarimportshe			Dalai Lama	n.		???	
424	Nubi			gjãs			gas	n.		???	
425	Nubi			gjaʃugjaɲi			eighty two	num.		???	
426	Nubi	FAST	1631	gjowú			quickly	adv.	1631	FAST	2
427	Nubi			gju			property	n.		???	
428	Nubi			gju			property inherited from parents	n.		???	
429	Nubi	RUN	1519	gjuk			to run	v.	1519	RUN	1
430	Nubi			gjuken			cause and effect	n.		???	
431	Nubi	STICK	1295	gjukpa			stick	n.	1295	STICK	2
432	Nubi	BECOME	1990	gjur			to become	v.	1990	BECOME	1
433	Nubi	CHANGE	1264	gjurwa			to change	v.	1264	CHANGE	1
434	Nubi	I	1209	ŋa			I	pron.	1209	I	2
436	Nubi			ŋaɲaŋ			early morning	adv.		???	
438	Nubi	EARLY	672	ŋande			early	adv.	672	EARLY	2
439	Nubi			ŋanso			resting place	n.		???	
